0.0 0
0.214232 4760
0.214232 4760
0.419411 5236
0.433518 6188
0.447635 7140
0.461753 8092
0.475871 9044
10.2675 1904
22.2661 476
22.2685 9044
22.4834 476
22.5026 1904
32.5938 9044
42.6019 1904
43.0418 9044
53.6852 1904
54.0167 9044
64.66 1904
64.9915 9044
75.6349 1904
75.9663 9044
86.6097 1904
86.9411 9044
97.5845 1904
97.9159 9044
108.559 1904
108.891 9044
119.534 1904
119.866 9044
130.509 1904
130.84 9044
141.484 1904
141.815 9044
152.459 1904
152.79 9044
163.433 1904
163.765 9044
174.408 1904
174.74 9044
185.383 1904
185.714 9044
196.358 1904
196.689 9044
