0.0 0
0.0341392 4760
0.0341392 4760
0.0588508 5236
0.0605009 6188
0.0621618 7140
0.0638227 8092
0.0654836 9044
10.0627 1904
31.7389 2380
31.7389 1904
31.7398 1428
31.7398 1904
31.8301 1428
31.8301 1904
31.8318 1428
31.8318 1904
31.8318 9044
31.8335 1904
109.685 1428
109.688 952
109.688 1428
109.688 1904
109.754 1428
109.754 1904
109.754 9044
109.754 1904
158.463 2380
158.463 1428
158.464 476
158.464 952
158.464 1904
158.511 476
158.532 9044
168.557 1904
168.781 9044
178.865 1904
179.162 9044
196.297 9520
196.297 8568
196.298 7616
196.299 6664
196.299 5712
196.343 4760
196.343 3808
196.344 2856
196.345 1904
196.346 952
196.346 1428
196.346 1904
196.346 952
196.346 1428
196.346 1904
196.355 952
196.355 1428
196.355 1904
196.356 952
196.356 1428
196.356 1904
196.362 952
196.362 1428
196.362 1904
196.364 952
196.364 1428
196.364 1904
196.371 952
196.371 1428
196.371 1904
196.371 952
196.371 1428
196.371 1904
196.372 952
196.372 1428
196.372 1904
196.372 952
196.372 1428
196.372 1904
196.433 1428
196.433 1904
196.433 9520
